date,predicted,actual,deviation,percent_deviation,direction_correct,timestamp
2026-03-13,112.8725,115.5,2.62750244140625,2.27489388866342,False,2026-03-13 16:35:24
2026-03-13,112.87249755859375,115.5,2.62750244140625,2.27489388866342,False,2026-03-13 17:26:35
